hostname,host_ra,host_dec,sy_dist
HAT-P-37,284.2960393,51.2691212,390.594
Kepler-202,282.9734874,41.3217991,285.111
Kepler-216,293.7280695,46.1291139,1187.47
Kepler-434,293.5863887,42.9288624,1222.54
Kepler-1022,289.3520595,46.9736345,420.042
Kepler-150,288.2341025,40.520897,891.092
HD 130322,221.8857975,-0.2820782,31.8766
Kepler-400,290.9444679,40.4800528,845.97
TYC 3318-01333-1,45.5825716,49.7441421,490.61
Kepler-855,295.0949565,43.537565,1506.58
Kepler-873,296.4031319,51.2712773,1182.22
Kepler-1698,293.3450181,39.2577469,222.345
Kepler-335,296.0642944,45.4285986,1278.97
K2-123,134.4441404,21.4532748,161.555
TOI-4201,90.4747237,-13.461371,189.011
Kepler-1819,296.5600307,46.8574644,1363.19
K2-86,51.5531053,18.6355718,258.699
Kepler-1362,288.5385574,40.8771276,731.298
Kapteyn,77.9586613,-45.0430198,3.93305
K2-284,79.1407971,20.2549034,107.272
Kepler-156,290.2964214,37.7494271,443.483
K2-146,130.0266951,19.0923416,79.3002
Kepler-597,293.4700919,39.2528182,663.418
HIP 14810,47.809275,21.0971302,50.48
Kepler-290,286.4100307,42.6815137,694.627
Kepler-538,297.4865503,49.6233975,155.956
K2-321,156.4054989,2.5138829,77.6888
Kepler-1280,293.5738933,45.3844919,1486.7
tau Boo,206.8134593,17.4571647,15.6521
HD 180617,289.2277322,5.1631615,5.91059
Kepler-1329,281.6476437,48.2709523,588.037
Kepler-1831,295.3024604,49.5890456,1053.49
Kepler-271,283.0029316,44.284108,404.542
Kepler-815,285.2211238,47.8813037,1259.28
WASP-50,43.6880738,-10.8980242,184.848
HD 46375,98.3030763,5.4625071,29.5529
Kepler-1210,292.8321598,48.2193376,1176.53
Kepler-1724,296.1207272,47.9214736,1060.77
HD 4732,12.3085089,-24.1369079,54.7841
HD 109246,188.027184,74.4893379,67.8349
Kepler-1374,291.3499783,45.1722521,1078.46
K2-184,129.1405227,14.4618826,75.5857
HD 74156,130.6047813,4.5772338,57.603
Kepler-1693,290.2015581,48.1857799,760.065
Kepler-969,288.3724989,47.9335642,390.354
Kepler-1258,285.4049723,49.9948186,717.555
Kepler-1694,293.7936339,40.241023,513.329
K2-126,203.5467021,-13.5769705,102.953
Kepler-619,290.8490899,48.4159782,900.678
WASP-53,31.9091639,-20.661843,201.338
GJ 422,168.9810458,-57.5425629,12.6631
Kepler-1673,285.6671724,48.7195865,727.187
Kepler-333,292.2861201,40.9135429,324.413
Kepler-1404,296.0094827,50.4983929,962.183
Kepler-449,293.732787,41.9006366,241.949
Kepler-1802,300.2420869,44.1412854,636.694
WASP-76,26.632936,2.700389,194.459
Kepler-298,283.0398448,48.8253303,518.204
HD 219449 B,348.962375,-9.078512,32.9037
K2-174,60.7929729,16.347166,99.9293
55 Cnc,133.1468373,28.3298154,12.5855
Kepler-1232,296.5500966,49.102307,632.865
HD 99109,171.0715576,-1.529761,54.7901
KMT-2016-BLG-1107L,266.41775,-26.0318,7481.0
tau Cet,26.0093029,-15.9337987,3.60304
Kepler-1830,295.1390408,40.9790527,1056.88
WASP-138,41.6391598,-0.4641252,414.234
WASP-174,195.7940145,-41.3848617,410.149
Kepler-158,284.0323723,39.7815365,315.177
Kepler-1694,293.7936339,40.241023,513.329
HD 1605,5.1317548,30.9750611,88.8047
Kepler-589,280.6414331,47.7520581,612.803
Kepler-598,293.1234493,40.9348005,681.086
TOI-2194,299.1563393,-31.3351812,19.5711
Ross 128,176.9376036,0.7992898,3.37454
GJ 86,32.6224785,-50.8209945,10.7836
Kepler-1711,298.1772916,42.2370289,590.268
Kepler-1280,293.5738933,45.3844919,1486.7
Kepler-814,284.9105256,48.4315896,2055.77
Kepler-214,284.7548499,44.95605,1208.44
Kepler-671,294.2657519,49.3140933,1168.26
TOI-1846,257.9549645,54.5278483,47.2496
TOI-4794,110.4835517,-12.5654781,543.008
TOI-5340,59.3094816,22.3783373,532.629
TOI-1836,245.9079242,54.6900774,191.649
TOI-1739,240.172481,83.2586589,70.9819
TOI-125,23.5934253,-66.6763495,111.059
TOI-1739,240.172481,83.2586589,70.9819
TOI-4734,90.3581219,12.5478825,563.068
TOI-663,160.0658525,-8.5110827,64.2308
TOI-4465,276.1340312,15.8418856,121.139
TOI-5181 A,280.6774738,21.6998203,480.155
TOI-3856,145.2229223,27.950158,314.443
TOI-4559,211.0135378,-30.0141252,31.6354
K2-100,129.6010863,20.1060074,188.959
Kepler-103,288.9845512,40.0644857,494.832
K2-32,252.426008,-19.5430504,157.682
K2-24,242.5734559,-24.9906029,170.562
EPIC 220674823,13.0800239,10.7947051,244.59
K2-62,334.3645089,-12.1874776,112.467
K2-181,127.5541103,10.9101444,360.911
K2-18,172.560141,7.5878315,38.0266
K2-10,172.1216476,1.6906217,272.36
K2-18,172.560141,7.5878315,38.0266
K2-18,172.560141,7.5878315,38.0266
K2-117,133.8557342,10.4692176,101.632
HIP 41378,126.6158279,10.0803708,106.289
K2-105,125.4202985,13.4975122,197.989
WASP-47,331.203092,-12.019067,264.78
TOI-2407,49.746545,-46.458025,92.4366
TOI-2025,282.7952558,82.2454143,335.985
TOI-3135,207.8592276,-69.7725635,221.673
TOI-4214,110.2495104,-13.9262649,346.881
TOI-2382,356.3751852,-16.114124,434.92
TOI-4214,110.2495104,-13.9262649,346.881
TOI-1130,286.3760037,-41.4376399,58.2609
TOI-2407,49.746545,-46.458025,92.4366
TOI-3523 A,304.2834581,42.9065338,645.294
TrES-5,305.2219454,59.4489033,360.313
gam Cep,354.8358233,77.6331009,14.1024
Kepler-344,292.4996101,46.3243406,1002.94
K2-274,129.2823699,20.3992512,228.327
Kepler-389,291.9600082,44.9000587,816.559
Kepler-724,293.4548441,44.7927823,853.119
K2-292,205.3758786,-9.9460704,114.293
Kepler-203,297.089959,41.3880686,703.302
Kepler-1853,284.7478834,46.3735415,562.348
Kepler-145,291.3877397,44.5290465,566.85
Kepler-1200,296.6034317,44.1292537,588.715
Kepler-1763,294.1130368,40.3628861,756.486
EPIC 220674823,13.0800239,10.7947051,244.59
K2-108,123.3818484,16.419516,477.295
EPIC 229004835,186.4860415,-1.4047214,121.971
HD 106315,183.4724742,-0.3934357,109.353
K2-61,339.6748444,-13.5600447,405.732
Kepler-391,290.6218844,51.0573453,869.236
K2-216,11.4802354,6.3470302,115.461
K2-79,55.2559307,13.5191871,256.011
K2-31,245.4405531,-23.548273,110.527
K2-111,59.8903081,21.2985263,200.394
HIP 41378,126.6158279,10.0803708,106.289
GJ 9827,351.7717763,-1.2853435,29.661
K2-36,169.4490102,3.8665038,109.749
HATS-64,144.2876092,-29.800444,1080.15
K2-180,126.4643579,10.246577,203.896
Kepler-103,288.9845512,40.0644857,494.832
Kepler-869,289.4245955,50.9941198,939.455
Kepler-360,286.2847077,44.7815817,876.044
KMT-2016-BLG-1397L,272.664612,-24.8577385,6600.0
HAT-P-30,123.9498431,5.8368669,213.985
Kepler-814,284.9105256,48.4315896,2055.77
Kepler-1732,292.2910129,37.5807686,1289.41
Kepler-578,288.7549882,39.563696,541.432
11 Com,185.1787793,17.7932516,93.1846
OGLE-2005-BLG-071L,267.540708,-34.6731944,3300.0
HD 19994,48.1943193,-1.1963955,22.5242
Kepler-1602,293.5808607,40.4275396,629.804
Kepler-1475,295.9482766,44.753096,1568.38
MOA-2011-BLG-028L,270.854,-29.2134167,7380.0
HD 181433,291.2873731,-66.4677838,26.8762
Kepler-1809,290.2651662,40.5484937,409.602
Kepler-62,283.2125621,45.3496992,300.874
K2-330,126.8968265,11.6674131,160.125
Kepler-1003,292.0204349,44.8762427,941.902
HD 92788,160.7021351,-2.1847173,34.6538
Kepler-1083,283.1618831,45.198336,902.633
NGTS-3 A,94.4447595,-35.706364,743.972
TOI-1760,290.1739761,73.1959932,30.5373
K2-131,182.751404,-9.7652392,152.509
Kepler-336,290.2376224,41.3313637,768.86
OGLE2-TR-L9,166.9798793,-61.1462496,1627.63
Kepler-364,281.5699998,47.3986233,891.462
Kepler-154,289.7805393,49.8965624,915.212
Kepler-1201,294.6147908,40.8331158,944.241
Kepler-442,285.3666029,39.2800704,365.965
Kepler-1524,293.8853557,39.5198348,381.773
Kepler-1088,281.5614578,42.4504087,280.629
Kepler-1197,291.6693437,42.5907441,486.94
HD 216437,343.6639631,-70.0733957,26.6902
Kepler-1963,296.5875182,47.207129,492.847
HAT-P-2,245.1514324,41.0479601,127.774
HR 858,42.9849779,-30.8140609,31.964
Kepler-567,297.6726072,48.3023458,558.81
Kepler-685,293.8719143,38.4229184,938.715
Kepler-373,289.3879904,50.5970115,1090.45
Kepler-314,294.6741507,42.0756037,268.881
HD 31527,73.9096193,-23.2413163,38.4473
Kepler-767,291.5791562,38.0358066,2251.03
HD 45364,96.4105736,-31.4810037,34.354
Kepler-1743,290.5523552,48.1262575,538.807
HD 216437,343.6639631,-70.0733957,26.6902
Kepler-741,289.4317294,46.6174978,1661.87
Kepler-466,295.6486585,48.4955191,530.122
Gl 49,15.6687321,62.3454386,9.8528
Kepler-665,297.0255947,48.4785669,612.838
Kepler-169,285.9999204,40.9193822,406.529
PH1,298.2150641,39.9550863,1033.16
Kepler-1830,295.1390408,40.9790527,1056.88
Kepler-323,291.3822988,38.1274595,454.883
Kepler-7,288.5814928,41.0897335,922.562
HD 21693,51.8040469,-58.3232726,33.255
GJ 876,343.3239737,-14.2665958,4.67517
K2-231,289.0918242,-15.7712178,321.215
Kepler-669,291.9361615,49.2539473,2063.41
Kepler-323,291.3822988,38.1274595,454.883
K2-289,246.6429443,-15.7925384,274.3
Kepler-1856,295.9091695,51.3478777,848.76
Kepler-207,290.0305195,42.1660555,875.519
KOI-1599,298.3738383,40.6184483,1131.64
Kepler-487,295.2872318,41.2220033,872.343
Kepler-616,294.989137,46.8383058,945.775
Kepler-490,295.025662,46.9559536,1523.0
HD 96127,166.441502,44.30155,587.659
Kepler-61,295.3044942,42.4753193,335.079
Kepler-918,298.2007268,48.2677925,1025.03
Kepler-1827,292.2525301,40.7927895,686.461
K2-396,74.6928607,17.2690562,274.864
Kepler-1670,290.3264599,43.121755,2065.98
Kepler-288,288.9163997,39.5947523,1194.15
Kepler-371,292.3264835,38.6575441,813.192
Kepler-1604,285.4106549,44.4122318,541.189
Kepler-409,293.6792058,46.8527337,68.173
Kepler-614,298.3848866,46.2759867,527.995
Kepler-735,284.6888328,46.1721391,695.059
HD 181342,290.2674078,-23.6196996,120.391
Kepler-1156,288.9240901,46.0575865,691.331
UKIRT-2017-BLG-001L,266.654083,-29.2113609,6300.0
GJ 273,111.852091,5.225807,5.921535
Kepler-1320,288.4335977,40.3808519,647.424
Kepler-1040,283.1137663,48.1312774,482.119
Kepler-169,285.9999204,40.9193822,406.529
WASP-45,5.2377567,-35.998465,211.196
Kepler-848,293.2882949,48.8116114,1378.47
Kepler-1780,294.0839282,42.8095104,790.516
Kepler-1234,287.5220359,51.3759464,916.749
HD 27442,64.1205476,-59.3028771,18.2704
Kepler-497,290.7659557,38.9279468,1291.98
Kepler-881,288.9925529,46.6706513,1375.18
HATS-28,284.3997616,-49.1385126,535.383
HD 206610,325.8537599,-7.4082451,147.192
Kepler-656,288.3278778,47.381538,890.352
Kepler-611,286.0049121,45.4803043,1395.56
GJ 422,168.9810458,-57.5425629,12.6631
Kepler-647,284.7882977,44.5916225,1087.87
Kepler-859,286.7418337,43.1901197,839.903
Kepler-355,285.7994917,42.8117427,1432.17
Kepler-372,291.2562253,49.2589288,1493.95
Kepler-247,288.6425609,43.0393769,663.711
Kepler-576,295.1828896,38.6542028,617.55
Kepler-841,284.2513637,48.8095962,998.961
GJ 674,262.1700476,-46.8989826,4.54896
HD 33142,76.8980559,-13.9863374,121.375
Kepler-1658,294.3565559,38.9473424,788.238
Kepler-508,295.4042546,42.9812789,324.618
Kepler-722,290.2632874,44.5564051,1239.5
TYC 3667-1280-1,12.8875757,58.4261485,477.516
IRAS 04125+2902,63.9283394,29.166542,159.244
Kepler-311,282.0612731,47.0854984,778.654
Kepler-1399,293.3116962,46.0416516,1385.7
Kepler-175,289.553232,43.876116,1312.34
K2-238,347.7043164,-7.8575592,537.963
Kepler-658,282.983621,47.5783897,388.384
Kepler-937,294.1688142,46.7146161,1571.46
HD 233832,171.5196515,50.3763099,58.742
Kepler-222,287.9060885,46.9377479,758.854
Kepler-612,291.3546278,45.7478551,1445.53
UCAC3 113-933,5.2758121,-33.8031679,52.5829
Kepler-1934,290.9193265,37.2871677,428.514
Kepler-1205,290.2796734,41.5150499,698.485
Kepler-575,286.9638856,37.8296147,853.977
AF Lep,81.7699216,-11.9011752,26.8564
Kepler-300,295.2886934,48.5997243,1098.45
WASP-83,190.1519558,-19.2843527,271.103
Kepler-1900,291.8863206,44.4790319,1540.43
Kepler-263,292.4698022,37.5677941,754.747
Kepler-915,290.5921293,45.7372184,849.036
Kepler-1466,289.8312418,44.6098415,631.949
Kepler-92,289.0860607,41.5630224,477.992
Kepler-225,292.1939846,47.4570808,561.101
Kepler-741,289.4317294,46.6174978,1661.87
Kepler-1180,295.8874773,43.1559952,1596.8
OGLE-2012-BLG-0950L,272.019257,-29.7315826,3400.0
Kepler-1487,295.4980737,38.6444499,1014.62
HD 185269,294.2987668,28.499514,51.9917
Kepler-403,289.9214256,46.7445267,840.269
TOI-4495,286.3624951,37.0259902,132.214
HD 99109,171.0715576,-1.529761,54.7901
Kepler-375,288.6178715,48.0983639,1238.81
WASP-78,63.7562662,-22.1163901,754.258
OGLE-2015-BLG-0966L,268.75425,-29.0471111,2500.0
KMT-2019-BLG-1806L,270.537541667,-29.414888889,6620.0
Kepler-1055,290.4867838,44.932541,389.397
Kepler-795 B,291.019272,38.5463552,500.228
Kepler-355,285.7994917,42.8117427,1432.17
HN Peg,326.1315705,14.7714524,18.1186
OGLE-2018-BLG-1647L,268.962375,-31.817,7880.0
HAT-P-16,9.5730343,42.4630961,226.637
WASP-54,205.4542456,-0.1281712,251.303
CoRoT-16,278.5246658,-6.0026026,732.409
HD 155918,260.5364025,-75.349239,27.561
Kepler-861,292.3539624,46.2262465,850.327
Gl 51,15.8394259,62.3658806,9.83614
HD 164922,270.6304652,26.3104077,22.0016
Kepler-354,285.7515347,41.3356739,554.064
Kepler-975,290.54851,38.4952415,426.088
Kepler-356,292.4210998,37.6827919,707.559
Kepler-1126,285.691955,45.6893993,635.736
Kepler-1516,291.4945795,44.5234227,1358.95
TOI-5261,305.4585453,19.4358468,377.054
HD 171238,278.6818389,-28.0727849,44.8113
HD 81040,140.9455027,20.3646078,34.4341
HD 81040,140.9455027,20.3646078,34.4341
HD 106252,183.3730583,10.0404302,38.185
TOI-5350,74.4023015,21.6019759,277.419
TOI-6420,125.5443036,-19.1242852,634.712
TOI-4773,114.9426489,-21.4856184,492.888
TOI-5261,305.4585453,19.4358468,377.054
K2-38,240.0333095,-23.1894196,192.69
Wolf 503,206.8461979,-6.1393369,44.526
HD 81040,140.9455027,20.3646078,34.4341
HD 98649,170.2147665,-23.2181063,42.1727
HD 29021,69.4681379,60.6762985,30.9939
HD 87883,152.1794175,34.2419984,18.2912
HD 98649,170.2147665,-23.2181063,42.1727
HD 87883,152.1794175,34.2419984,18.2912
HD 81040,140.9455027,20.3646078,34.4341
HD 87883,152.1794175,34.2419984,18.2912
HAT-P-54,99.8979924,25.4824005,143.651
K2-38,240.0333095,-23.1894196,192.69
K2-38,240.0333095,-23.1894196,192.69
K2-38,240.0333095,-23.1894196,192.69
HD 98649,170.2147665,-23.2181063,42.1727
HD 106252,183.3730583,10.0404302,38.185
HD 171238,278.6818389,-28.0727849,44.8113
HD 171238,278.6818389,-28.0727849,44.8113
LTT 1445 A,45.4624781,-16.5944956,6.86929
HD 106252,183.3730583,10.0404302,38.185
HD 106252,183.3730583,10.0404302,38.185
HD 81040,140.9455027,20.3646078,34.4341
HD 171238,278.6818389,-28.0727849,44.8113
HD 106252,183.3730583,10.0404302,38.185
LTT 1445 B,45.462819,-16.591852,17.94686
HD 106252,183.3730583,10.0404302,38.185
HD 29021,69.4681379,60.6762985,30.9939
HD 106252,183.3730583,10.0404302,38.185
HD 29021,69.4681379,60.6762985,30.9939
HD 87883,152.1794175,34.2419984,18.2912
HD 98649,170.2147665,-23.2181063,42.1727
HD 171238,278.6818389,-28.0727849,44.8113
HAT-P-54,99.8979924,25.4824005,143.651
TOI-6420,125.5443036,-19.1242852,634.712
HD 98649,170.2147665,-23.2181063,42.1727
HD 106252,183.3730583,10.0404302,38.185
LTT 1445 A,45.4624781,-16.5944956,6.86929
HAT-P-54,99.8979924,25.4824005,143.651
Wolf 503,206.8461979,-6.1393369,44.526
TOI-4773,114.9426489,-21.4856184,492.888
HD 87883,152.1794175,34.2419984,18.2912
HD 87883,152.1794175,34.2419984,18.2912
Kepler-1073,294.1527259,38.2330886,809.897
KMT-2021-BLG-0171L,269.241666667,-30.093055556,4700.0
Kepler-824,290.477406,39.7319975,1201.4
Kepler-415,293.8045041,38.6390517,530.487
Kepler-1457,283.7705481,42.027203,889.885
KMT-2021-BLG-0171L,269.241666667,-30.093055556,4800.0
Kepler-1754,295.4570818,50.0771838,718.945
Kepler-1153,289.1471849,45.86613,1119.49
Kepler-505,287.857953,42.5426758,283.41
Kepler-364,281.5699998,47.3986233,891.462
CoRoT-26,279.7504991,6.9697828,1045.18
HD 23079,54.9281897,-52.9162344,33.4591
HAT-P-13,129.8823772,47.3519076,246.81
Kepler-98,285.6616933,37.9645672,350.315
Kepler-1793,291.9129477,40.9539265,1189.88
Kepler-792,292.0068239,38.8207001,1425.47
HD 69830,124.6010091,-12.6364246,12.5591
Kepler-1613,289.8750066,43.4209318,1508.33
Kepler-331,291.8343455,39.3073462,580.119
Kepler-1696,295.5761011,42.0233639,1506.36
Kepler-381,285.1828685,43.8310283,267.323
GJ 849,332.4229938,-4.6408317,8.80058
Kepler-697,283.8643937,41.3463859,1277.33
Kepler-1031,296.0898796,48.9554121,682.882
Kepler-897,290.5867992,51.6957731,1519.25
WASP-6,348.1571282,-22.6741248,197.119
Kepler-572,291.221172,50.5813487,504.667
MOA-2015-BLG-337L,271.9487,-28.1702785,6300.0
Kepler-793,295.2167334,38.7744269,985.699
Kepler-550,297.7001786,47.8637046,531.944
Kepler-123,296.9985853,42.7819633,1021.66
DE CVn,201.7207198,45.5455449,30.5225
Kepler-1754,295.4570818,50.0771838,718.945
HD 114729,198.1833997,-31.8746756,37.8063
HD 3765,10.2072994,40.1842918,17.926
Kepler-354,285.7515347,41.3356739,554.064
Kepler-1367,288.4166786,47.8787308,401.484
Kepler-179,298.6636163,47.7619329,605.68
Kepler-76,294.1921185,39.6189727,822.96
HD 4732,12.3085089,-24.1369079,54.7841
Kepler-1079,299.5495794,45.7696769,591.098
Kepler-584,288.230615,42.4136181,1848.84
Kepler-598,293.1234493,40.9348005,681.086
bet UMi,222.676495,74.155548,38.77472
Kepler-323,291.3822988,38.1274595,454.883
OGLE-2015-BLG-0966L,268.75425,-29.0471111,3300.0
Kepler-1217,289.1866841,50.9375614,1347.71
Kepler-344,292.4996101,46.3243406,1002.94
Kepler-1391,294.8309749,46.6595768,1038.35
Kepler-633,295.2173259,40.5921599,680.54
Kepler-1101,294.5693544,45.6711623,742.473
Kepler-576,295.1828896,38.6542028,617.55
Kepler-1148,290.9536059,45.7195545,625.692
Kepler-84,298.2520208,40.4960842,1023.9
Kepler-1151,292.2477819,47.8784257,682.436
K2-384,20.4998403,0.7509701,82.6603
Kepler-44,300.1023512,45.7621918,1188.0
Kepler-298,283.0398448,48.8253303,518.204
K2-388,352.7139342,-11.0773564,290.495
TOI-6330,22.1679816,53.6860778,139.042
HAT-P-54,99.8979924,25.4824005,143.651
HATS-58 B,186.7873862,-48.9785995,754.267
HD 11506,28.2106607,-19.507396,51.261
KELT-19 A,111.5095293,7.6157759,300.276
Kepler-1215,297.4636477,48.1813978,661.022
Kepler-1015,292.7573088,43.4268439,739.357
HD 81040,140.9455027,20.3646078,34.4341
HD 98649,170.2147665,-23.2181063,42.1727
HD 106252,183.3730583,10.0404302,38.185
LTT 1445 A,45.4624781,-16.5944956,6.86929
HD 98649,170.2147665,-23.2181063,42.1727
HD 29021,69.4681379,60.6762985,30.9939
K2-38,240.0333095,-23.1894196,192.69
HD 87883,152.1794175,34.2419984,18.2912
Wolf 503,206.8461979,-6.1393369,44.526
LTT 1445 B,45.462819,-16.591852,17.94686
HD 87883,152.1794175,34.2419984,18.2912
HD 81040,140.9455027,20.3646078,34.4341
LTT 1445 A,45.4624781,-16.5944956,6.86929
HAT-P-54,99.8979924,25.4824005,143.651
HD 98649,170.2147665,-23.2181063,42.1727
HD 87883,152.1794175,34.2419984,18.2912
HD 106252,183.3730583,10.0404302,38.185
LTT 1445 A,45.4624781,-16.5944956,6.86929
HD 106252,183.3730583,10.0404302,38.185
HD 106252,183.3730583,10.0404302,38.185
HD 195019,307.0792427,18.7692509,37.6681
HAT-P-3,206.0940142,48.028565,134.554
Kepler-465,284.5557853,46.0638865,553.077
Kepler-1236,295.6247375,42.5458739,999.64
Kepler-1278,282.9569197,42.8255589,889.426
Kepler-745,291.4994412,37.0592571,1780.38
Kepler-266,294.4843821,44.1669355,1370.79
CoRoT-2,291.7770457,1.3836634,213.283
K2-381,288.0267612,-21.0075789,145.701
Kepler-589,280.6414331,47.7520581,612.803
HAT-P-12,209.3886452,43.49331,142.751
Kepler-1548,287.4711817,46.0805706,872.279
HD 221420,353.3319001,-77.3853286,31.1415
USco1621 A,245.3730855,-25.4954265,137.901
Kepler-921,284.6162253,49.1907438,934.49
Kepler-783,291.0628615,47.484789,516.09
Kepler-768,294.1156858,38.3934378,784.56
Kepler-778,287.4774867,44.2374702,938.168
K2-189,203.6214411,-15.0365158,242.113
HAT-P-53,21.8711012,38.9681137,666.802
Kepler-278,290.1072124,38.7022694,443.03
K2-61,339.6748444,-13.5600447,405.732
K2-189,203.6214411,-15.0365158,242.113
K2-62,334.3645089,-12.1874776,112.467
Kepler-286,290.6761874,48.2942362,1226.85
HD 177830,286.3363574,25.9204327,62.7674
HD 28678,67.8560643,4.5752495,189.908
Kepler-714,282.6994685,43.2727437,2083.37
Kepler-421,283.2568116,45.0876823,348.558
Kepler-878,285.2962562,46.6034497,791.625
HD 13931,34.1979991,43.7722065,47.3963
Kepler-1169,294.9115874,46.4914718,522.823
TOI-1685,68.5939529,43.0370395,37.6153
Kepler-1226,296.3768521,50.6214592,1125.72
Kepler-641,291.8235292,42.5161945,969.918
HD 181433,291.2873731,-66.4677838,26.8762
TOI-858 B,60.1998256,-54.5929177,250.489
Kepler-790,286.9171489,38.8722123,703.168
Kepler-1417,290.9498966,40.605197,991.845
TOI-4633,256.8431021,62.475548,95.2016
Kepler-187,299.7964955,44.0892448,1143.0
Kepler-1473,290.6365144,48.9961494,652.253
Kepler-665,297.0255947,48.4785669,612.838
Kepler-155,288.4957831,51.0819286,293.499
Kepler-533,293.6856893,48.8249915,302.955
Kepler-991,297.0905543,49.6264867,389.561
Kepler-288,288.9163997,39.5947523,1194.15
Kepler-573,289.5211955,51.2374057,771.471
K2-184,129.1405227,14.4618826,75.5857
Kepler-646,290.4714596,44.3870422,451.794
Kepler-380,282.3947017,48.7591334,813.713
Kepler-68,291.0323102,49.0402129,144.166
Kepler-251,296.5662171,44.1058077,924.625
K2-333,136.7892752,15.2056765,343.99
Kepler-510,287.6550196,39.2441716,386.177
HD 98219,169.4475218,-23.975488,113.704
Kepler-1899,292.0333777,37.9744551,711.509
Kepler-1073,294.1527259,38.2330886,809.897
Kepler-1913,290.216689,44.7795863,876.3
tau Cet,26.0093029,-15.9337987,3.60304
Kepler-1162,283.2920273,45.4339813,940.211
HD 102329,176.6941567,3.4742143,217.107
WASP-168 B,96.7440482,-46.8223878,255.079
HD 127506,217.6848544,35.4546059,22.5279
Kepler-1552,291.6768669,38.8749152,769.096
HAT-P-54,99.8979924,25.4824005,143.651
HD 81040,140.9455027,20.3646078,34.4341
HD 171238,278.6818389,-28.0727849,44.8113
HD 87883,152.1794175,34.2419984,18.2912
LTT 1445 A,45.4624781,-16.5944956,6.86929
HD 81040,140.9455027,20.3646078,34.4341
LTT 1445 A,45.4624781,-16.5944956,6.86929
HD 171238,278.6818389,-28.0727849,44.8113
HD 81040,140.9455027,20.3646078,34.4341
TOI-5261,305.4585453,19.4358468,377.054
HD 87883,152.1794175,34.2419984,18.2912
HD 87883,152.1794175,34.2419984,18.2912
HD 29021,69.4681379,60.6762985,30.9939
HAT-P-54,99.8979924,25.4824005,143.651
LTT 1445 A,45.4624781,-16.5944956,6.86929
Wolf 503,206.8461979,-6.1393369,44.526
HD 106252,183.3730583,10.0404302,38.185
K2-38,240.0333095,-23.1894196,192.69
HD 87883,152.1794175,34.2419984,18.2912
HD 98649,170.2147665,-23.2181063,42.1727
Wolf 503,206.8461979,-6.1393369,44.526
HD 87883,152.1794175,34.2419984,18.2912
K2-38,240.0333095,-23.1894196,192.69
TOI-6420,125.5443036,-19.1242852,634.712
HD 29021,69.4681379,60.6762985,30.9939
HD 98649,170.2147665,-23.2181063,42.1727
HAT-P-54,99.8979924,25.4824005,143.651
K2-38,240.0333095,-23.1894196,192.69
LTT 1445 A,45.4624781,-16.5944956,6.86929
HD 106252,183.3730583,10.0404302,38.185
HD 106252,183.3730583,10.0404302,38.185
K2-38,240.0333095,-23.1894196,192.69
Wolf 503,206.8461979,-6.1393369,44.526
TOI-4773,114.9426489,-21.4856184,492.888
TOI-5350,74.4023015,21.6019759,277.419
HD 87883,152.1794175,34.2419984,18.2912
LTT 1445 A,45.4624781,-16.5944956,6.86929
HAT-P-54,99.8979924,25.4824005,143.651
TOI-5350,74.4023015,21.6019759,277.419
HD 106252,183.3730583,10.0404302,38.185
Kepler-1245,290.7443078,43.260753,805.936
Kepler-305,299.2242557,40.343167,868.477
HD 75898,133.4611999,33.0566885,78.0505
Kepler-1768,299.9572335,44.7718851,632.766
HN Peg,326.1315705,14.7714524,18.1186
Kepler-1620,297.2709026,46.9284743,895.069
Kepler-948,293.3002774,41.5233244,868.017
K2-291,76.44594,21.548199,90.0562
EPIC 211945201,136.5741931,19.4020565,181.69
WASP-107,188.3864277,-10.1462141,64.7414
Kepler-391,290.6218844,51.0573453,869.236
K2-189,203.6214411,-15.0365158,242.113
Kepler-103,288.9845512,40.0644857,494.832
TOI-2580,62.1992072,67.1165264,379.253
K2-220,12.7700071,9.5167694,233.514
K2-121,126.9366624,17.5793267,169.398
PH2,289.7636212,51.962683,343.863
K2-73,335.025662,-9.0560881,269.183
K2-117,133.8557342,10.4692176,101.632
K2-27,171.5151874,1.2306237,249.645
WASP-10,348.9930457,31.4627508,140.998
K2-181,127.5541103,10.9101444,360.911
WASP-107,188.3864277,-10.1462141,64.7414
Kepler-750,289.0968274,44.004364,1296.02
HD 175167,285.0033888,-69.9450664,71.0863
Kepler-154,289.7805393,49.8965624,915.212
Kepler-1243,294.009397,42.8807779,758.17
Kepler-1130,285.207421,45.384333,249.343
Kepler-1403,290.8676391,38.9600779,2163.9
OGLE-TR-111,163.324115,-61.4056976,1068.33
Kepler-1627,284.0566675,41.5767277,317.437
HD 196885 A,309.9664609,11.2500236,34.1692
Kepler-859,286.7418337,43.1901197,839.903
Kepler-1313,292.388582,42.2332767,174.234
Kepler-227,291.9342748,48.141676,1083.06
K2-114,127.882912,11.922255,475.758
K2-77,55.228521,12.572448,141.731
Kepler-1842,286.2516039,42.3784353,923.551
Kepler-609,292.2203009,44.6999902,1065.82
Kepler-1664,286.8527157,49.2616668,626.691
HD 28109,65.2383065,-68.1026875,139.611
Kepler-1658,294.3565559,38.9473424,788.238
K2-114,127.882912,11.922255,475.758
Kepler-1013,290.2481023,44.4352935,422.246
Kepler-467,287.3629145,38.6497341,466.265
